artist_name,track_name,release_date,genre,lyrics
Adele,All I Ask,2015,soul,"I will leave my heart at the door I won't say a word They've all been said before, you know So why don't we just play pretend Like we're not scared of what is coming next Or scared of having nothing left? [Pre-Chorus] Look, don't get me wrong I know there is no tomorrow All I ask is [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do What lovers do It matters how this ends 'Cause what if I never love again? [Verse 2] I don't need your honesty It's already in your eyes And I'm sure my eyes, they speak for me No one knows me like you do And since you're the only one that mattered Tell me, who do I run to? [Pre-Chorus] Look, don't get me wrong I know there is no tomorrow All I ask is [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do What lovers do It matters how this ends 'Cause what if I never love again? [Bridge] Let this be our lesson in love Let this be the way we remember us I don't want to be cruel or vicious And I ain't asking for forgiveness All I ask is [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do What lovers do It matters how this ends 'Cause what if I never love again?"
Marvin Gaye,I Heard It Through The Grapevine,1968,soul,"Ooh-ooh, I bet you're wondering how I knew 'Bout your plans to make me blue With some other guy you knew before Between the two of us guys You know I love you more It took me by surprise, I must say When I found out yesterday Don't you know that [Chorus] I heard it through the grapevine Not much longer would you be mine Oh, I heard it through the grapevine Oh, I'm just about to lose my mind Honey, honey, yeah (Heard it through the grapevine, not much longer would you be my baby) [Verse 2] I know a man ain't supposed to cry But these tears, I can't hold inside Losing you would end my life, you see 'Cause you mean that much to me You could have told me yourself That you love someone else Instead [Chorus] I heard it through the grapevine Not much longer would you be mine Oh, I heard it through the grapevine And I'm just about to lose my mind Honey, honey, yeah (Heard it through the grapevine, not much longer would you be my baby) [Verse 3] People say believe half of what you see Son, and none of what you hear But I can't help being confused If it's true please tell me, dear Do you plan to let me go For the other guy you loved before? Don't you know [Chorus] I heard it through the grapevine Not much longer would you be mine, baby I heard it through the grapevine Ooh, I'm just about to lose my mind Honey, honey, yeah (Heard it through the grapevine, not much longer would you be my baby) [Outro] (Yeah, yeah, yeah) Honey, honey, I know (Heard it through the grapevine, not much longer would you be my baby) That you're letting me go (Yeah, yeah, yeah) Said I heard it through the grapevine (Heard it through the grapevine, not much longer would you be my baby) Ooh, heard it through the grapevine (Yeah, yeah, yeah)"
Sade,By Your Side,2000,soul,"You think I'd leave your side, baby You know me better than that You think I'd leave you down when you're down on your knees I wouldn't do that I'll tell you, you're right when you want (Ah-ha, ha, ha-ha-oh) If only you could see into me [Chorus] Oh, when you're cold, I'll be there Hold you tight to me [Verse 2] When you're on the outside, baby and you can't get in I will show you, you're so much better than you know When you're lost and you're alone and you can't get back again I will find you, darling, and I'll bring you home [Bridge] And if you want to cry I am here to dry your eyes And in no time, you'll be fine [Verse 3] You think I'd leave your side, baby You know me better than that Think I'd leave you down, when you're down on your knees I wouldn't do that I'll tell you, you're right when you want (Ah-ha, ha, ha-ha-oh) If only you could see into me [Chorus] Oh, when you're cold, I'll be there Hold you tight to me (To me, yeah) Oh, when you're low I'll be there by your side, baby (By your side, baby) Oh, when you're cold, I'll be there Hold you tight to me (To me, yeah) Oh, when you're low I'll be there by your side, baby"
Jungle,Let's Go Back,2024,soul,"Let's go, let's go back You know I need you here (Just like that) Darling, when you let go, can't go back You know I need you here (Let's go back) I guess we'll never let go, let's go back You know I need you here (Just like that) Lonely when the night's cold, let's go there That's why I need you here (Let's go back, ooh) [Post-Chorus] Why, why won't you give me some love now? Why would you keep me in pain? Why won't you give me some of your time? Why won't you give it away? [Refrain] Ooh, ooh Ooh, ooh [Chorus] Let's go, let's go back You know I need you here (Just likе that) Darling, when you let go (Can't go back) That's why I need you herе (Let's go back) I guess we'll never let go (Let's go back) You know I need you here (Just like that) Lonely when the night's cold (Let's go there) That's why I need you here (Let's go back, ooh) [Post-Chorus] Why, why won't you give me some love now? Why would you keep me in pain? Why won't you give me some of your time? Why won't you give it away? [Refrain] Ooh, ooh Ooh, ooh [Chorus] Let's go, let's go back You know I need you here (Just like that) Darling, when you let go (Can't go back) That's why I need you here (Let's go back) I guess we'll never let go (Let's go back) You know I need you here (Just like that) Lonely when the night's cold (Let's go there) That's why I need you here [Post-Chorus] Why won't you give it away? Why won't you give me some love now? Why would you keep me in pain? Why won't you give me some of your time? Why won't you give it away? [Outro] Ooh, ooh Ooh, ooh"
Maribou State,Midas,2015,soul,"(If you're making love You'll get real love, ooh babe) [Verse 1] It was right there in front of me Screaming loud, I didn't want to see His skewed desires, crushed down on me Trying to use me up, but I never had a Midas touch [Chorus] (If you're making love) You wanna chew me up But I'm never gonna lose the love (You'll get real love, ooh babe) What's a goodbye? [Verse 2] So I cut loose violently But when you name your price It only heightens I never believed what you sought in me It's wrong, I know, it's wrong, I know, it's wrong [Chorus] (Oh, here I go, making love) But if I defy you, you're only frightened (You get real love) What's a goodbye? (You can't get real love, real love) You wanna chew me up But I'm never gonna lose the love (You get real love, ooh babe) So it's a goodbye? [Bridge] It might be you'd have the right To define me It might be you'd have the dime To entice me Midas What do we do? With where we are going Our different routes? Maybe you should waste your life Instead of mine, instead of mine, instead of mine [Chorus] (Oh here I go, making love) You wanna chew me up But I'm never gonna lose the love (You get real love, ooh babe) What's a goodbye? (You can't get real love, real love) But if I defy you, you're only frightened (You can't get [?]) Midas Midas"
Amy Winehouse,Back To Black,2006,soul,"[Verse 1] He left no time to regret Kept his dick wet With his same old safe bet Me and my head high And my tears dry Get on without my guy You went back to what you knew So far removed From all that we went through And I tread a troubled track My odds are stacked I'll go back to black [Chorus] We only said goodbye with words I died a hundred times You go back to her And I go back to I go back to us [Verse 2] I love you much It's not enough You love blow and I love puff And life Is like a pipe And I'm a tiny penny rollin' up the walls inside [Chorus] We only said goodbye with words I died a hundred times You go back to her And I go back to We only said goodbye with words I died a hundred times You go back to her And I go back to [Bridge] Black, black, black, black Black, black, black I go back to I go back to [Chorus] We only said goodbye with words I died a hundred times You go back to her And I go back to We only said goodbye with words I died a hundred times You go back to her And I go back to black"
SAULT,Wildfires,2020,soul,"Thief in the night Tell the truth White lives Spreading lies You should be ashamed The bloodshed on your hands Another man Take off your badge We all know it was murder Murder, murder Murder [Pre-Chorus] We are dying, it's the reason we are crying We are crying [Chorus] But we will never show fear Even in my eyes I will always rise In wildfires I ain't never been scared Even through my tears I will always care In wildfires [Instrumental Break] [Chorus] But we will never show fear Even in my eyes I will always rise In wildfires I ain't never been scared Even through my tears I will always care In wildfires"
The Supremes,You Can't Hurry Love,1966,soul,"[Intro] I need love, love To ease my mind I need to find, find Someone to call mine But Mama said [Chorus] ""You can't hurry love No, you just have to wait"" She said, ""Love don't come easy It's a game of give and take"" (Can't wait) ""You can't hurry love (Ooh, until that day) No, you just have to wait You got to trust, give it time (Love don't come easy) No matter how long it takes"" [Verse 1] But how many heartaches Must I stand Before I find a love To let me live again? Right now the only thing That keeps me hangin' on When I feel my strength Yeah, is almost gone I remember Mama said [Chorus] ""(You can't hurry love) No, you just have to wait"" She said, ""Love don't come easy It's a game of give and take"" (Can't wait) How long must I wait? (Ooh, until that day) How much more can I take Before loneliness (Love don't come easy) Will cause my heart, heart to break? [Verse 2] No I can't bear To live my life alone I grow impatient for a love To call my own But when I feel that I I can't go on These precious words Keeps me hangin' on I remember Mama said [Chorus] ""(You can't hurry love) No, you just have to wait"" She said, ""Love don't come easy It's a game of give and take"" (Can't wait) ""You can't hurry love No, you just have to wait"" (Ooh, until that day) She said, ""Trust, give it time (Love don't come easy) No matter how long it takes"" (Now break!) [Verse 3] No, love, love Don't come easy But I keep on waiting Anticipating For that soft voice To talk to me at night For some tender arms To hold me tight [Chorus] I keep waiting (Can't wait, ooh, until that day) I keep on waiting But it ain't easy (Love don't come easy) It ain't easy, but Mama said ""You can't hurry love (Ooh, until that day) No, you just have to wait"" She said, ""Trust, give it time (Love don't come easy) No matter how long it takes"" ""You can't hurry love (Ooh, until that day) No, you just have to wait She said love don't come easy"""
Frank Ocean,Crack Rock,2012,soul,"You don't know how little you matter until you're all alone In the middle of Arkansas with a little rock left in that glass dick Used to date a blonde, you used to hit it raw 'Cause she was and you are madly involved, madly involved [Chorus] Hittin' stones in glass homes You're smokin' stones in abandoned homes You hit them stones and broke your home Crack rock, crack rock Crack rock, crack rock Hittin' stones in glass homes You're smokin' stones in abandoned homes You hit them stones and broke your home (Ooh, ah, ooh) Crack rock, crack rock Crack rock, crack rock [Verse 2] You're shuckin' and jivin', stealin' and robbin' To get the fixing that you're itching for Your family stopped inviting you to things Won't let you hold their infant You used to get a little cut-up from time to time But the freaks ain't trying to sleep with cracky [Chorus] Hittin' stones in glass homes You're smokin' stones in abandoned homes You hit them stones, and you broke your home Crack rock Crack rock, crack rock [Verse 3] Crooked cop, dead cop How much dope can you push to me? Crooked cop, dead cop No good for community Fuckin' pig get shot, three hundred men will search for me My brother get popped, and don't no one hear the sound Don't no one hear the rounds (Ooh, sound) Don't no one hear the shells (Ooh, shells) Don't no one hear a sound Don't no one disturb the peace for riot Don't no one disrupt nirvana Don't no one wanna blow the high [Outro] Crack rock (Ooh) Crack rock (Ooh) Crack rock How you feeling, girl? (Ooh) How's the gutter doing? Crack rock"
Adele,Oh My God,2021,soul,"I ain't got too much time to spare But I'll make time for you to show how much I care Wish that I would let you break my walls But I'm still spinning out of control from the fall Boy, you give good love, I won't lie It's what keeps me comin' back even though I'm terrified [Pre-Chorus] I know that it's wrong But I want to have fun Mmm, yeah, mmm, yeah I know that it's wrong But I want to have fun Mmm, yeah, mmm, yeah [Chorus] Oh, my God, I can't believe it Out of all the people in the world What is the likelihood of jumping Out of my life and into your arms? Maybe, baby, I'm just losing my mind 'Cause this is trouble, but it feels right Teetering on the edge of Heaven and Hell Is a battle that I cannot fight [Verse 2] I'm a fool, but they all think I'm blind I'd rather be a fool than leave myself behind I don't have to explain myself to you I am a grown woman and I do what I want to do [Pre-Chorus] I know that it's wrong But I want to have fun Mmm, yeah, mmm, yeah I know that it's wrong But I want to have fun Mmm, yeah, mmm, yeah [Chorus] Oh, my God, I can't believe it Out of all the people in the world What is the likelihood of jumping Out of my life and into your arms? Maybe, baby, I'm just losing my mind 'Cause this is trouble, but it feels right Teetering on the edge of Heaven and Hell Is a battle that I cannot fight [Bridge] ""Lord, don't let me,"" I said, ""Lord, don't let me"" I said, ""Lord, don't let me, let me down"" (Oh, Lord) ""Lord, don't let me,"" I said, ""Lord, don't let me"" I said, ""Lord, don't let me, let me down"" (Don't let me let myself down) ""Lord, don't let me,"" I said, ""Lord, don't let me"" I said, ""Lord, don't let me, let me down"" (Oh, my God) ""Lord, don't let me,"" I said, ""Lord, don't let me"" I said, ""Lord, don't let me, let me down"" (Oh, oh-oh-oh, oh-oh-oh) [Chorus] Oh, my God, I can't believe it Out of all the people in the world What is the likelihood of jumping Out of my life and into your arms? Maybe, baby, I'm just losing my mind 'Cause this is trouble, but it feels right Teetering on the edge of Heaven and Hell When it's a battle that I cannot fight [Outro] ""Lord, don't let me,"" I said, ""Lord, don't let me"" I said, ""Lord, don't let me, let me down"" (I know that it's wrong, but I want to have fun) ""Lord, don't let me,"" I said, ""Lord, don't let me"" I said, ""Lord, don't let me, let me down"" (Mmm, yeah, mmm, yeah) ""Lord, don't let me,"" I said, ""Lord, don't let me"" I said, ""Lord, don't let me, let me down"" (I know that it's wrong, but I want to have fun) ""Lord, don't let me,"" I said, ""Lord, don't let me"" I said, ""Lord, don't let me, let me down"" (Mmm, yeah, mmm, yeah)"
Diana Ross,I'm Coming Out,1980,soul,"I'm ... comin' ... out I'm comin' I'm ... comin' ... out I'm comin' out I'm comin' ... out I'm ... comin' ... out [Chorus] I'm comin' out, I want the world to know I got to let it show I'm comin' out, I want the world to know I got to let it show [Verse 1] There's a new me comin' out and I just had to live And I wanna give, I'm completely positive I think this time around, I am gonna do it Like you never knew it, oh, I'll make it through The time has come for me to break out of this shell I have to shout that I am comin' out [Chorus] I'm comin' out, I want the world to know I got to let it show (I'm comin') I'm comin' out I want the world to know, I got to let it show I'm comin' out I want the world to know, I got to let it show I'm comin' out I want the world to know, I got to let it show [Verse 2] I've got to show the world all that I wanna be And all my abilities, there's so much more to me Somehow I'll have to make them just understand I got it well in hand and oh how I have planned I'm spreadin' love, there is no need to fear And I just feel so good, every time I hear [Chorus] I'm comin' out, I want the world to know I got to let it show I'm comin' out, I want the world to know Got to let it show [Trombone solo: Meco Monardo] [Outro] I'm comin' out, I want the world to know Got to let it show I'm comin' out, I want the world to know Got to let it show I'm comin' out, I want the world to know Got to let it show I'm comin' out, I want the world to know Got to let it show I'm comin' out, I want the world to know Got to let it show I'm comin' out, I want the world to know Got to let it show I'm, I'm comin' out I have to shout that I'm comin' out I want the world to know Got to let it show I'm comin', I'm comin' out"
Frank Ocean,Sweet Life,2012,soul,"[Verse 1] The best song wasn't the single, but you weren't either Livin' in Ladera Heights, the black Beverly Hills Domesticated paradise, palm trees and pools The water's blue, swallow the pill Keepin' it surreal, whatever you like Whatever feels good, whatever takes your mountain high Keepin' it surreal, not sugar-free My TV ain't HD, that's too real Grape vine, mango, peaches, and lime [Pre-Chorus] A sweet life, a sweet life, sweet life Sweet life, sweet life A sweet, sweet, sweet, sweet life A sweet life, a sweet life, sweetie pie [Chorus] You've had a landscaper and a housekeeper since you were born The starshine always kept you warm So why see the world, when you got the beach? Don't know why see the world, when you got the beach The sweet life [Verse 2] The best song wasn't the single, but you couldn't turn your radio down Satellite need a receiver, can't seem to turn the signal fully off Transmittin' the waves You're catchin' that breeze 'til you're dead in the grave But you're keepin' it surreal, whatever you like Whatever feels good, whatever takes your mountain high Keepin' it surreal, not sugar-free My TV ain't HD, that's too real Grape vines, mango, peaches, and lime [Pre-Chorus] A sweet life, a sweet life A sweet life, yeah A sweet life, a sweet life A sweet life, live and die in the life [Chorus] You've had a landscaper and a housekeeper since you were born (Yeah) The starshine always kept you warm So why see the world, when you got the beach? Don't know why see the world, when you got the beach [Bridge] And the water is exactly what I wanted It's everything I thought it'd be (Thought it'd be) But this neighborhood is gettin' trippier every day The neighborhood is goin' ape shit crazy, aah [Chorus] You've had a landscaper and a housekeeper since you were born The starshine always kept you warm So why see the world, when you got the beach? Don't know why see the world, when you got the beach The sweet life"
Fugees,Ready or Not,1996,soul,"Ready or not, here I come, you can't hide Gonna find you and take it slowly Ready or not (Uh-huh), here I come, you can't hide Gonna find you and make you want me (Yo) [Verse 1: Wyclef Jean & Lauryn Hill] Now that I escape, sleepwalk awake (Yeah) Those who could relate know the world ain't cake Jail bars ain't golden gates, those who fake, they break When they meet their four hundred-pound mate If I could rule the world (If I ruled the world), everyone would have a gun In the ghetto. of course, when giddy-upping on their horse I kick a rhyme drinking moonshine I pour a sip on the concrete for the deceased But, no, don't weep, Wyclef's in a state of sleep Thinking 'bout the robbery that I did last week Money in the bag, banker looked like a drag I want to play with pelicans from here to Baghdad Gun blast, think fast, I think I'm hit My girl pinched my hips to see if I still exist I think not, I'll send a letter to my friends A born again hooligan only to be king again [Chorus: Lauryn Hill & Wyclef Jean] Ready or not, here I come, you can't hide Gonna find you and take it slowly Ready or not (Uh-huh), here I come, you can't hide Gonna find you and make you want me (Yo, yo, yo, yo) [Verse 2: Lauryn Hill & Wyclef Jean] I play my enemies like a game of chess Where I rest, no stress if you don't smoke sess Lest I must confess, my destiny's manifest In some Gore-Tex and sweats, I make treks like I'm homeless Rap orgies with Porgy and Bess Capture your bounty like Eliot Ness, yes Bless you if you represent the Fu But I'll hex you with some witch's brew if you're doo-doo Voodoo, I can do what you do, easy Believe me, fronting niggas give me heebie-jeebies (Ha) So while you imitating Al Capone I'll be Nina Simone and defecating on your microphone [Chorus: Lauryn Hill] Ready or not, here I come, you can't hide Gonna find you and take it slowly [Bridge: Lauryn Hill] You can't run away from these styles I got, oh, baby Hey, baby, 'cause I got a lot, oh, yeah And anywhere you go, my whole crew gonna know, oh, baby Hey, baby, you can't hide from the block, oh, no [Verse 3: Pras, Pras & Lauryn Hill] Ready or not, refugees taking over The Buffalo Soldier, dreadlock Rasta On the twelfth hour, fly by in my bomber (Drop bombs) Crews run for cover, now they're under, pushing up flowers Superfly, true lies, do or die (He's super fly) Toss me high, only puff lye with my crew from Lakay I refugee from Guantanamo Bay Dance around the border like I'm Cassius Clay (Yes, sir) [Chorus: Lauryn Hill & Wyclef Jean] Ready or not, here I come, you can't hide (Ayo, nobody move) Gonna find you and take it slowly Ready or not (Uh-huh), here I come, you can't hide (Ayo, nobody move) Gonna find you and make you want me (Come on) Ready or not, here I come, you can't hide (You know the—) Gonna find you and take it slowly (You know) Ready or not (Uh-huh), here I come, you can't hide Gonna find you and make you want me"
Alicia Keys,No One,2007,soul,"[Verse 1] I just want you close Where you can stay forever You can be sure That it will only get better [Pre-Chorus] You and me together Through the days and nights I don't worry 'cause Everything's gonna be alright People keep talking, they can say what they like But all I know is everything's gonna be alright [Chorus] No one, no one, no one Can get in the way of what I'm feelin' No one, no one, no one Can get in the way of what I feel for you, you, you Can get in the way of what I feel for you [Verse 2] When the rain is pouring down And my heart is hurting You will always be around This I know for certain [Pre-Chorus] You and me together Through the days and nights I don't worry 'cause Everything's gonna be alright People keep talking, they can say what they like But all I know is everything's gonna be alright [Chorus] No one, no one, no one Can get in the way of what I'm feelin' No one, no one, no one Can get in the way of what I feel for you, you, you Can get in the way of what I feel [Bridge] I know some people search the world To find something like what we have I know people will try, try to divide, something so real So 'til the end of time, I'm telling you there ain't [Chorus] No one, no one, no one Can get in the way of what I'm feelin' No one, no one, no one Can get in the way of what I feel for you [Outro] Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh Oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh, oh-oh-oh-oh-oh, oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh, oh"
Gotts Street Park,Tell Me Why,2023,soul,"We know Hell's on the horizon We can see it from the start We put ourselves on the line ’cause We don't want to be ignored [Pre-Chorus] I can't explain why I want for you more But the more I get, the more I want We could get a lot closer Or we could cut our ties After nighttime, is it our time? The choice is yours [Chorus] Put this on, make me speak Move with me, make me weak Tell me why I shouldn’t leavе You're giving me what I need Loving my baby, I'm nevеr gonna let you down Loving my baby, I'm never gonna put you down [Verse 2] You're never polite when You're showing me the door We don't care too much for writing I'm just waiting for your call [Pre-Chorus] I can’t explain why I want for you more But the more I get, the more I want We could get a lot closer Or we could cut our ties After nighttime, is it our time? The choice is yours [Chorus] Put this on, make me speak Move with me, make me weak Tell me why I shouldn’t leave You're giving me what I need Loving my baby, I’m never gonna let you down Loving my baby, I'm never gonna let you down [Bridge] Put this on (Put this on) Make me speak (Make me) Nothing's wrong with loving me Tell me why I shouldn't leave You’re giving me what I need [Outro] Loving my baby, I'm never gonna let you down Loving my baby, I'm never gonna let you down Loving my baby, I'm never gonna let you down Oh my, oh my Ooh Oh my, oh my Ooh-ooh Never gonna let you down, mm"
Dijon,The Dress,2021,soul,"Do you still take a long time to get ready? 'Cause you used to make too much out of that kind of stuff When you turn your head around and it kills 'Cause the dress looks nice on you still And it always will I wait a long time just to see you I'm happy to be catchin' up No, we don't have to patch things up Just turn the lights down for the thrill 'Cause the dress looks nice on you still And it always will, so [Chorus] We should go out and dance like we used to dance We should go out and hold hands – lovers hold hands And I can't tell you who's gonna last Well maybe that's the question, an answer I don't have (I can't tell) [Verse 2] Okay, I took a long time to get ready too 'Cause I didn't remember it And my head got heavy like it tends to do And I know that ain't part of the deal But the dress looks nice on you still And it always will I hated myself for some time For the things that I said The things that I put in your head And I tried and I tried, but I failed But the dress looks nice on you still And it always will, so [Chorus] We should go out and dance like we used to dance We should go out and hold hands – lovers hold hands And I can't tell you who's gonna last Well maybe that's the question, an answer I don't have Well maybe that's the question, an answer I don't have We should go out and dance like we used to dance We should go out and hold hands – lovers hold hands And I can't tell you who's gonna last Well maybe that's the question, an answer I don't have Well maybe that's the question, an answer I don't have [Outro] (We should go out Said we should go out)"
The Emotions,Best of My Love,1977,soul,"Doesn't take much to make me happy And make me smile with glee Never, never will I feel discouraged 'Cause our love's no mystery Demonstrating love and affection That you give so openly, yeah I like the way you make me feel about you, baby Want the whole wide world to see [Chorus] Whoa-whoa, you got the best of my love Whoa-whoa, you got the best of my love Whoa-whoa, you got the best of my love Whoa-whoa, you got the best of my love [Verse 2] Goin' in and out of changes The kind that come around each day My life has a better meaning Love has kissed me in a beautiful way [Pre-Chorus] And oh, yeah (my love, my love) Oh, yeah (my love, my love) [Chorus] Oh, you got the best of my love Whoa-whoa, you got the best of my love Whoa-whoa, you got the best of my love Whoa-whoa, you got the best of my love [Verse 3] Demonstrating sweet love and affection That you give so openly yeah The way I feel about you, baby, can't explain it Want the whole wide world to see Oh, but in my heart You're all I need You for me and me for you (my love, my love) Oh, it's growin' every day, oh (my love, my love) [Outro] Oh, oh oh oh oh oh You've got the best of my love Oh, oh oh oh oh oh You've got the best of my love Oh, givin' you the best of my love My love, my love, my love Oh, givin' you the best of my love My love, my love, oh yeah Oh, oh oh oh oh oh You've got the best of my love Oh, oh oh oh oh oh You've got the best of my love Oh, givin' you the best of my love Oh, givin' you the best of my love"
Frank Ocean,Nikes,2016,soul,"These bitches want Nikes They looking for a check Tell 'em it ain't likely Said she need a ring like Carmelo You must be on that white like Othello All you want is Nikes, but the real ones Just like you, just like me I don't play, I don't make time But if you need dick, I got you And I yam from the line Pour up for A$AP, R.I.P. Pimp C R.I.P. Trayvon, that nigga look just like me Woo, fuckin' buzzin', woo That my little cousin, he got a little trade His girl keep the scales, a little mermaid We out by the pool, some little mermaids Me and them gel like twigs with them bangs Now that's a real mermaid You been holding your breath, weighted down Punk madre, punk papá He don't care for me, but he cares for me And that's good enough We don't talk much or nothin' But when we talkin' 'bout somethin' We have good discussion I met his friends last week Feels like they're up to somethin' That's good for us [Verse 2: Frank Ocean] We'll let you guys prophesy We'll let you guys prophesy We gon' see the future first We'll let you guys prophesy We gon' see the future first Living so the last night feels like a past life Speaking of the don't know what got into people Devil be possessin' homies Demons try to body-jump Why you think I'm in this bitch wearing a fucking yarmulke? Acid on me like the rain Weed crumbles into glitter Rain, glitter We laid out on this wet floor Away turf, no Astro' Mesmerized how the strobes glow Look at all the people feet dance I know that your nigga came witcha But he ain't witcha We only human and it's humid in these Balmains I mean, my balls stickin' to my jeans We breathin' pheromones, Amber Rose Sippin' pink-gold lemonades Feelin' [Outro: Frank Ocean & Amber Coffman, Frank Ocean] I may be younger, but I'll look after you (Prophesy) We're not in love, but I'll make love to you (Prophesy) When you're not here, I'll save some for you I'm not him, but I'll mean something to you I'll mean something to you I'll mean something to you You got a roommate, he'll hear what we do It's only awkward if you're fucking him too [Verse 3: KOHH]"
KAYTRANADA,YOU'RE THE ONE,2016,soul,"I want you to want me But you just wanna love me for the day And I can't just walk away Even though I know you're trouble, babe So I'ma take my time Go with the flow, can't get too involved You got a face that I Just can't say no to, just can't say no to you [Pre-Chorus] You know I want you, baby, you know I do I'll give you my heart and the rest is up to you You ain't no good for me, I know it's true But you don't have to be [Chorus] 'Cause I do it for the thrill, for the rush I do it for the pain, for your touch Will I OD when it's too much? If I survive, baby, you're the one, you're the one [Verse 2] I feel like I'm walking The tightrope of love in your circus, babe If I were to fall, it'd be my last day Even though you're right under me So I'ma take my time Go with the flow, can't get too involved You got a face that I Just can't say no to, just can't say no to you [Pre-Chorus] You know I want you, baby, you know I do I'll give you my heart and the rest is up to you You ain't no good for me, I know it's true But you don't have to be [Chorus] 'Cause I do it for the thrill, for the rush I do it for the pain, for your touch Will I OD, when it's too much? If I survive, baby you're the one, you're the one [Interlude] You're the one You're the one You're the one [Outro] Take my time Go with the flow, can't get too involved You got a face that I Just can't say no to, just can't say no to you"
Thundercat,Funny Thing,2020,soul,"Do you mind if I wild out A little? 'Cause I'm just a little drunk and I wanna come party with you A little Can I look into your eyes? I can tell that you're high too But that's okay, baby, 'cause I just wanna party with you [Chorus] 'Cause when we hit the peak, baby I just wanna party with you All night [Verse 2] Someone hold my phone 'cause I can't hold my tongue 'Cause if I get too drunk, baby, then I'm gonna ruin the fun That's not your problem, it's because I've seen too much, baby Sorry if I get a little PTSD [Chorus] But I just wanna party with you All night Because you make me happy That's right I only wanna party with you Tonight Because you make everything Alright"
Parcels,Overnight,2017,soul,"Go back, I want So bad to hold you back It’s all I've said and done Fall in, be gone I will stand, as I've won again The reason for no more Overnight [Chorus] The minute I was thinking to hold you back The moment I was wishing, it’s overnight The minute I was thinking to hold you back The moment I was wishing, it’s overnight The minute I was thinking to hold you back The moment I was wishing, it’s overnight The minute I was thinking to hold you back The moment I was wishing, it’s overnight [Verse 2] Slow down, never I know now, I know better I need it more than ever Go back under Hope that I fall on the track It’s all I've said and done Overnight [Chorus] The minute I was thinking to hold you back The moment I was wishing, it’s overnight The minute I was thinking to hold you back The moment I was wishing, it’s overnight The minute I was thinking to hold you back The moment I was wishing, it’s overnight The minute I was thinking to hold you back The moment I was wishing, it’s overnight It’s overnight The minute I was thinking to hold you back The moment I was wishing The minute I was thinking to hold you back The moment I was wishing, it’s overnight"
Erykah Badu,Didn't Cha Know,2000,soul,"Ooh, hey I'm trying to decide Which way to go Think I made a wrong turn back there somewhere Ooh, hey I'm trying to decide Which way to go Think I made a wrong turn back there somewhere Didn't cha know, didn't cha know Tried to move, but I lost my way Didn't cha know, didn't cha know Stopped to watch my emotions sway Didn't cha know, didn't cha know Knew the toll, but I would not pay Didn't cha know, didn't cha know 'Cause you never know where the cards may lay [Verse] Time to save the world Where in the world is all the time? So many things I still don't know So many times I've changed my mind Guess I was born to make mistakes But I ain't scared to take the weight So when I stumble off the path I know my heart will guide me back [Chorus] Ooh, hey I'm trying to decide Which way to go Think I made a wrong turn back there somewhere Ooh, hey, ooh I'm trying to decide Which way to go I think I made a wrong turn back there somewhere Didn't cha know, didn't cha know Tried to run, but I lost my way Didn't cha know, didn't cha know Stopped to watch my emotions sway Didn't cha know, didn't cha know Knew the toll, but I would not pay Didn't cha know, didn't cha know I said ya never know how the cards may lay [Outro] Love is life, and life is free Take a ride of life with me Free your mind and find your way There will be a brighter day Love is life, and life is free Take a ride of life with me Free your mind and find your way There will be a brighter day Love is life, and life is free Take a ride of life with me Free your mind and find your way There will be a brighter day"
